year,negative,neutral,positive
2020,0.2727272727272727,0.5272727272727272,0.2
2021,0.24742268041237114,0.39690721649484534,0.3556701030927835
2022,0.3617511520737327,0.35714285714285715,0.28110599078341014
2023,0.3287142208087233,0.28850522489777375,0.38278055429350294
2024,0.3960119156179707,0.33418444890266885,0.2698036354793604
2025,0.3885899649291228,0.346876524189615,0.26453351088126226
